smiles,±Í«©,Caspase-3/7 HepG2,CYP1A2 Antag,CYP2C19 Antag,CYP2C9 Antag,CYP3A4 Antag,CYP3A7 Antag,ARE Agon,Mito Membrane Disrupt,ER Stress,ER-beta Agon,PPARg Agon,RAR Agon,ERR Antag,GR Antag,PPARd Antag,PPARg Antag,TR Antag,MDR-1,HPGD Inhib
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O,0,,,,,,,,,,,,,,,,,,,
C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,0,0,0,0,,0,0,1,0,0,0,0,0,1,,,,,,0
CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,1,,,,,,0,,,,,,,,,,,,,
COC1=CC=CC=C1OCC(CO)O,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,0,,,,,,0,,,,,,,,,,,,,
CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,1,,,,,,,,,,,,,,,,,,,
CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,0,,,,,,,,,,,,,,,,,,,
CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,0,,,,,,,,0,,,0,,,,,,,,
C1=CC(=CC=C1C(CC(=O)O)CN)Cl,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0
CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O,1,,,,,,,,,,,,,,,,,,,
C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O,1,,,,,,,,,,,,,,,,,,,
CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC=C(C=C3)O,1,,,,,,,,,,,,,,,,,,,
CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)O)I,1,0,0,,1,0,1,,1,,,1,0,1,,,,,,
CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,0,,,,,,,,,,,,,,,,,,,
CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,0,,,,,,,,0,,,0,,,0,,,,,0
COC1C(C(C(C(O1)COS(=O)(=O)[O-])OC2C(C(C(C(O2)C(=O)[O-])OC3C(C(C(C(O3)COS(=O)(=O)[O-])OC4C(C(C(C(O4)C(=O)[O-])OC5C(C(C(C(O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1,,,,,,,,,,,,,,,,,,,
CCCCN1CC(C(C(C1CO)O)O)O,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
C1=CC=C(C=C1)COCC(C(=O)O)N(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,0,,,,,,,,,,,,,,,,,,,
CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,0,,,,,,,,,,,,,,,,,,,
CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,0,0,,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,,
C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5,0,,,,,,,,,,,,,,,,,,,
CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,0,,,,,,,,,,,,,,,,,,,
CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,0,,,,,,,,,,,,,,,,,,,
CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,0,,,,,,,,,,,,,,,,,,,
CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,1,,,,,,,,,,,,,,,,,,,0
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,1,0,0,0,,0,,,0,0,0,,0,,0,0,0,0,,
CC(=O)NCCCS(=O)(=O)O,1,,,,,,,,,,,,,,,,,,,
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,0,0,0,0,1,0,1,,,,,0,0,1,,,,,,0
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,0,0,0,1,1,1,0,,0,0,0,0,0,1,,0,0,0,1,0
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,0,0,,0,,,1,1,0,0,0,0,0,1,0,0,,0,,0
CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,
C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,0,,,,,,,,,,,,,,,,,,,
CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,1,0,,1,1,1,1,,0,0,0,0,0,1,0,0,1,1,,
CC(C)CC(CC(=O)O)CN,1,,,,,,,,0,,,0,,,0,,,0,,
C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,1,,,,,,,,0,,,0,,,0,,,0,,
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0,,,,,,,,,,,,,,,,,,,
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,1,,,,,,,,,,,,,,,,,,,
CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,0,,,,,,,,0,,,0,,,0,,,0,,0
CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,
CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,1,0,,0,,0,,1,0,0,0,0,0,0,0,0,0,0,,0
CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(=O)N)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC7=CC=CC=C7)C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC8=CN=CN8)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C,0,,,,,,,,,,,,,,,,,,,
C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],1,,,,,,,,,,,,,,,,,,,
C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,0,,,,,,0,,,,,,,,,,,,,
CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,1,,,,,,,,,,,,,,,,,,,
CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,1,,,,,,,,,,,,,,,,,,,
COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],1,,,,,,,,0,,,0,,,0,,,,,
COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,0,,,,,,,,,,,,,,,,,,,
CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,1,,,,,,,,,,,,,,,,,,,
C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,0,,,,,,,,0,,,0,,,0,,,0,,
CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,1,,,,,,,,,,,,,,,,,,,
CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],0,,1,1,1,1,1,,,1,0,0,1,0,,,,,,0
CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O,1,,,,,,,,,,,,,,,,,,,
CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,1,,,,,,,,,,,,,,,,,,,
C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,0,,,,,,,,,,,,,,,,,,,
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,1,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1,,,,,,,,,,,,,,,,,,,
C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5,0,,,,,,,,,,,,,,,,,,,
CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,,0
C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],0,0,,1,,0,,0,0,,0,0,0,1,0,,0,0,,0
CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,1,0,0,1,1,1,1,0,,0,0,,0,0,0,0,0,1,,
CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,1,,,,,,,,0,,,0,,,0,,,0,,
CCCCCCCCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC3C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,1,,,,,,,,,,,,,,,,,,,
CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O,0,,,,,,,,,,,,,,,,,,,
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,1,1,1,1,,1,,1,0,0,0,,1,1,,,,,,
C#CCNC1CCC2=CC=CC=C12,0,,,,,,,,,,,,,,,,,,,
CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,0,,,,,,1,,,,,,,,,,,,,
CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,0,,,,,,0,,,,,,,,,,,,,
C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,0,,,,,,,,,,,,,,,,,,,
C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,1,0,0,0,,1,1,1,0,0,0,,0,1,,,0,1,,
CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O,0,,,,,,0,,,,,,,,,,,,,
C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O,0,,,,,,,,0,,,0,,,0,,,0,,
CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3,0,,,,,,,,,,,,,,,,,,,
CC1=C(N=CN1)CSCCNC(=NC)NC#N,1,0,,1,1,,1,0,0,0,,0,0,0,0,0,0,0,,0
C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,1,0,1,1,1,0,,0,0,,0,1,,,0,,0,0,,0
CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,0,0,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,
CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,1,,,,,,1,,0,,,,,,1,,,1,,
C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,0,0,1,0,,0,0,0,0,0,0,0,0,,,0,0,,,0
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,1,,,,,,,,,,,,,,,,,,,
CC1=C(C2=C(N1CC(=O)O)C=C(C=C2)OC)C(=O)C3=CC=C(C=C3)Cl,1,0,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,,
CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(N2)C3=CSC=N3,0,,,,,,,,0,,,0,,,,,,,,
C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,1,,,,,,,,,,,,,,,,,,,
C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,0,,,,,,,,0,,,0,,,,,,0,,
C1C2CNCC1C3=CC4=NC=CN=C4C=C23,1,,,,,,,,,,,,,,,,,,,
CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,1,,,,,,,,,,,,,,,,,,,
CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,1,,,,,,1,,0,,,0,,,0,,,0,,
CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,1,,,,,,,,,,,,,,,,,,,
CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,1,,,,,,1,,,,,,,,,,,,,0
CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,1,1,0,,,1,1,,0,0,0,,0,1,1,1,1,,,
CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C,1,0,0,1,1,0,1,1,0,0,0,1,,0,0,,,0,,
C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,1,,,,,,,,,,,,,,,,,,,
CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,0,,,,,,,,,,,,,,,,,,,
CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,0,,0,1,1,1,1,1,0,0,0,0,0,1,,,,,,
CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,,0,,,0
CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O,0,,,,,,,,,,,,,,,,,,,
CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,0,,,,,,,,0,,,0,,,0,,,,,
CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,1,,,,,,,,,,,,,,,,,,,
CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0,,,,,,1,,,,,,,,,,,,,0
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,1,,,,,,,,,,,,,,,,,,,
CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,0,,,,,,,,0,,,,,,,,,1,,
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,
CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(C)O)C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])C(C)O.[Na+].[Na+].[Na+].[Na+].[Na+],0,,,,,,,,,,,,,,,,,,,
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O,0,,,,,,,,,,,,,,,,,,,
C1CC(OC1CO)N2C=NC3=C2N=CNC3=O,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,1,0,0,0,1,1,1,1,0,0,0,,0,0,,,1,,,
C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O,1,,,,,,0,,0,,,0,,,0,,,0,,
CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,1,0,0,0,0,1,1,0,0,0,0,0,0,1,,0,0,,,0
O,0,,,,,,,,,,,,,,,,,,,
CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC1=CC(=C(C=C1)C(=O)C(=C)CN(C)C)C,1,,,,,,,,,,,,,,,,,,,
CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,1,1,0,0,0,1,1,0,0,0,0,,0,1,1,0,,,,
CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,0,,,,,,,,,,,,,,,,,,,
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,1,,,,,,,,,,,,,,,,,,,0
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,1,0
CN1C2=C(C3=CC=CC=C3S1(=O)=O)OC(=O)N(C2=O)C4=CC=CC=N4,1,,,,,,,,,,,,,,,,,,,
CC1=CC(=C(C=C1)C(=O)C(=C)CN(C)C)C,1,,,,,,,,,,,,,,,,,,,
C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,1,,1,1,1,0,1,1,1,0,0,0,0,1,,0,,,,
CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,0,,,,,,,,,,,,,,,,,,,
C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,0,,,,,,,,0,,,0,,,0,,,0,,
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,1,0,0,0,0,0,0,,0,0,1,,0,0,0,,,,,
CCC(CO)NCCNC(CC)CO,1,,,,,,0,,,,,,,,,,,,,
CCC1=NC=CC(=C1)C(=S)N,1,0,,1,,0,1,,0,0,0,0,0,,0,,0,0,,0
CC(O)(P(=O)(O)O)P(=O)(O)O,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,,0
CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,0,,,,,,,,,,,,,,,,,,,0
C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,1,0,1,1,1,0,,,0,0,0,,0,0,,0,,,,
CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,0,,,,,,,,,,,,,,,,,,,0
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl,1,,,,,,,,,,,,,,,,,,,0
C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)F)I,1,,,,,,,,,,,,,,,,,,,
C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
C1=NC(=O)NC(=C1F)N,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0
CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,1,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,,,
COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,0,0,1,1,1,1,1,,0,0,0,,0,0,0,0,0,,,
C(=O)(O)P(=O)(O)O,0,,,,,,,,,,,,,,,,,,,
CC1C(O1)P(=O)(O)O,1,,,,,,,,,,,,,,,,,,,
CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3,1,,,,,,,,,,,,,,,,,,,
C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,
C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,1,,,,,,,,,,,,,,,,,,,
C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,0,,,,,,,,,,,,,,,,,,,0
CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,0,0,0,0,,1,1,0,0,,0,0,0,0,0,0,0,0,,0
CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,0,,,,,,1,,,,,,,,,,,,,
